seed,block,offset,relx,obs,tree,direct,count
3,8,-6,-0.11966691913583,j2l4,-9757.2935007902,-9531.7554908641,15000
3,8,-6,-0.11966691913583,j3l2,-17160.029951351,-16880.083255051,15000
3,8,-3,-0.05966691913583,j2l4,-388.14488803233,-398.25332564302,15000
3,8,-3,-0.05966691913583,j3l2,-291.71753823632,-311.53707305328,15000
3,8,0,0.0003330808641703,j2l4,-105.08180005122,-109.2991404316,15000
3,8,0,0.0003330808641703,j3l2,94.736129510637,95.305355362723,15000
3,8,3,0.06033308086417,j2l4,-27.875137530286,-28.025845725207,15000
3,8,3,0.06033308086417,j3l2,52.03062294174,52.93790516105,15000
3,8,6,0.12033308086417,j2l4,54.866870534129,53.161507944878,15000
3,8,6,0.12033308086417,j3l2,8.8804333098687,15.153775891396,15000
3,9,-6,-0.12032514435059,j2l4,-12027.916201595,-12262.165223399,15000
3,9,-6,-0.12032514435059,j3l2,-47332.747074723,-48154.234771303,15000
3,9,-3,-0.060325144350592,j2l4,-247.71411102801,-240.60283494656,15000
3,9,-3,-0.060325144350592,j3l2,-425.64471201506,-432.32169560942,15000
3,9,0,-0.0003251443505923,j2l4,-85.105798506445,-84.351826254121,15000
3,9,0,-0.0003251443505923,j3l2,109.30308877796,109.65297508124,15000
3,9,3,0.059674855649408,j2l4,-67.628815912781,-73.935017915366,15000
3,9,3,0.059674855649408,j3l2,3.5824873177656,10.633376200487,15000
3,9,6,0.11967485564941,j2l4,-17.128390228733,-37.787067162761,15000
3,9,6,0.11967485564941,j3l2,-20.514553460232,-1.7920847207294,15000
3,10,-6,-0.11721958907337,j2l4,-10506.407775377,-10744.928199675,15000
3,10,-6,-0.11721958907337,j3l2,-23832.389122867,-24254.806909875,15000
3,10,-3,-0.05721958907337,j2l4,-135.74670483211,-142.78344607883,15000
3,10,-3,-0.05721958907337,j3l2,-293.05414336613,-292.05781983928,15000
3,10,0,0.0027804109266297,j2l4,-84.25195777905,-79.089902036521,15000
3,10,0,0.0027804109266297,j3l2,139.28466783691,136.04453004391,15000
3,10,3,0.06278041092663,j2l4,-43.479537662484,-47.222297331359,15000
3,10,3,0.06278041092663,j3l2,-4.0455693116125,-1.123532306389,15000
3,10,6,0.12278041092663,j2l4,-39.686809889403,-36.21278472582,15000
3,10,6,0.12278041092663,j3l2,-13.672380845715,-8.2413672781524,15000
3,11,-6,-0.11715549934189,j2l4,-23202.901319572,-22252.238532144,15000
3,11,-6,-0.11715549934189,j3l2,-27436.553115785,-26510.820089933,15000
3,11,-3,-0.05715549934189,j2l4,-525.59168139275,-599.25967936615,15000
3,11,-3,-0.05715549934189,j3l2,-818.09734286334,-855.23422569075,15000
3,11,0,0.0028445006581096,j2l4,-92.787862695521,-95.118822570267,15000
3,11,0,0.0028445006581096,j3l2,103.24559215913,106.89930481465,15000
3,11,3,0.06284450065811,j2l4,-64.974025642279,-61.908406873584,15000
3,11,3,0.06284450065811,j3l2,27.101206350349,25.315116860191,15000
3,11,6,0.12284450065811,j2l4,-85.440187824068,-94.620891035302,15000
3,11,6,0.12284450065811,j3l2,77.119083143277,95.125378013539,15000
3,12,-6,-0.11786451745741,j2l4,6090.408707001,6412.5697126467,15000
3,12,-6,-0.11786451745741,j3l2,-21490.039370139,-21521.803600405,15000
3,12,-3,-0.057864517457413,j2l4,-305.18656160249,-323.83565553716,15000
3,12,-3,-0.057864517457413,j3l2,-660.26082221961,-695.78936500075,15000
3,12,0,0.0021354825425873,j2l4,-94.370791721367,-96.066851992576,15000
3,12,0,0.0021354825425873,j3l2,132.60193619224,131.43304894747,15000
3,12,3,0.062135482542587,j2l4,-62.439928264457,-58.68221090816,15000
3,12,3,0.062135482542587,j3l2,-3.4403851619902,-3.9828250395227,15000
3,12,6,0.12213548254259,j2l4,-11.2648935404,-9.1500493234297,15000
3,12,6,0.12213548254259,j3l2,-24.960680200817,-23.313891232294,15000
3,13,-6,-0.1198810606251,j2l4,-46477.910599974,-48331.16216245,15000
3,13,-6,-0.1198810606251,j3l2,-48799.324007103,-50600.438635159,15000
3,13,-3,-0.059881060625103,j2l4,13.704360724815,-5.9363004805381,15000
3,13,-3,-0.059881060625103,j3l2,-386.39118480552,-438.03283509355,15000
3,13,0,0.00011893937489667,j2l4,-74.222882913478,-76.443925964423,15000
3,13,0,0.00011893937489667,j3l2,131.19393893894,128.99483524246,15000
3,13,3,0.060118939374897,j2l4,-10.160701611285,-4.0715007094007,15000
3,13,3,0.060118939374897,j3l2,21.115384062322,18.930033069349,15000
3,13,6,0.1201189393749,j2l4,-167.23977924355,-150.28408295241,15000
3,13,6,0.1201189393749,j3l2,-168.5963370652,-139.30138433234,15000
3,14,-6,-0.11828134256554,j2l4,-14478.458879244,-14735.780500559,15000
3,14,-6,-0.11828134256554,j3l2,-20721.005635614,-21281.305200781,15000
3,14,-3,-0.058281342565544,j2l4,-810.14133097603,-825.11274520418,15000
3,14,-3,-0.058281342565544,j3l2,-572.57027441083,-583.05097238276,15000
3,14,0,0.0017186574344562,j2l4,-97.017077749449,-97.665808830821,15000
3,14,0,0.0017186574344562,j3l2,105.00486563668,102.02857175801,15000
3,14,3,0.061718657434456,j2l4,-25.293145336652,-30.261866394621,15000
3,14,3,0.061718657434456,j3l2,10.688266740898,9.1845870036386,15000
3,14,6,0.12171865743446,j2l4,-11.242992179499,-9.6969980113219,15000
3,14,6,0.12171865743446,j3l2,-20.933146621784,-21.719860044732,15000
3,15,-6,-0.12140754069487,j2l4,-19607.451502309,-19722.555541911,15000
3,15,-6,-0.12140754069487,j3l2,-30580.769461718,-30770.285793071,15000
3,15,-3,-0.061407540694874,j2l4,-137.388227884,-130.85552298974,15000
3,15,-3,-0.061407540694874,j3l2,-164.28439365698,-179.18023413582,15000
3,15,0,-0.001407540694874,j2l4,-89.077055565012,-85.106128210337,15000
3,15,0,-0.001407540694874,j3l2,99.343885690201,103.81070804673,15000
3,15,3,0.058592459305126,j2l4,-61.370846183883,-65.716356942647,15000
3,15,3,0.058592459305126,j3l2,23.467270018803,23.354126912688,15000
3,15,6,0.11859245930513,j2l4,-35.606088425601,-29.845578906816,15000
3,15,6,0.11859245930513,j3l2,-52.39774236252,-40.563170518681,15000
3,16,-6,-0.11947034541342,j2l4,-38328.912657884,-37576.749963424,15000
3,16,-6,-0.11947034541342,j3l2,-46708.22164975,-45415.544650134,15000
3,16,-3,-0.059470345413415,j2l4,-276.99665039729,-285.58657966437,15000
3,16,-3,-0.059470345413415,j3l2,-428.33174514524,-426.88653381292,15000
3,16,0,0.00052965458658497,j2l4,-50.980352474171,-50.307103977901,15000
3,16,0,0.00052965458658497,j3l2,136.72732704203,137.04032671667,15000
3,16,3,0.060529654586585,j2l4,-60.473935964492,-54.610319047088,15000
3,16,3,0.060529654586585,j3l2,6.2816369295748,10.738751914718,15000
3,16,6,0.12052965458659,j2l4,-33.485241778238,-32.930446811157,15000
3,16,6,0.12052965458659,j3l2,-14.296464638903,-11.844362042685,15000
3,17,-6,-0.12183678220891,j2l4,-4962.0409879006,-4388.1176592961,15000
3,17,-6,-0.12183678220891,j3l2,-15803.772332492,-15251.193031405,15000
3,17,-3,-0.061836782208909,j2l4,-32.931084597957,-22.529206804677,15000
3,17,-3,-0.061836782208909,j3l2,-81.762836830814,-83.317473799874,15000
3,17,0,-0.0018367822089093,j2l4,-66.549723997992,-66.737253427886,15000
3,17,0,-0.0018367822089093,j3l2,100.65547610743,96.366619594216,15000
3,17,3,0.058163217791091,j2l4,-56.715320779307,-55.400579935464,15000
3,17,3,0.058163217791091,j3l2,-1.8917734252553,3.0436216255266,15000
3,17,6,0.11816321779109,j2l4,2.4697592126924,4.293523438971,15000
3,17,6,0.11816321779109,j3l2,22.00459970014,20.639243674201,15000
3,18,-6,-0.12082193394929,j2l4,9352.2456156693,9761.5983756959,15000
3,18,-6,-0.12082193394929,j3l2,-42924.967049321,-43192.024663504,15000
3,18,-3,-0.060821933949286,j2l4,-523.04350736084,-528.32145112646,15000
3,18,-3,-0.060821933949286,j3l2,-650.37607774797,-644.66503569603,15000
3,18,0,-0.00082193394928623,j2l4,-98.222726260538,-99.091139973534,15000
3,18,0,-0.00082193394928623,j3l2,110.35452272729,108.66339787498,15000
3,18,3,0.059178066050714,j2l4,-22.597475369155,-25.724019800278,15000
3,18,3,0.059178066050714,j3l2,-3.9579295448342,0.47578913214799,15000
3,18,6,0.11917806605071,j2l4,41.92121671791,50.622577884246,15000
3,18,6,0.11917806605071,j3l2,-37.514229763275,-34.223106247648,15000
3,19,-6,-0.11827624799436,j2l4,-17509.615308743,-16244.829197431,15000
3,19,-6,-0.11827624799436,j3l2,-38999.793123696,-38198.375904582,15000
3,19,-3,-0.058276247994358,j2l4,-495.92879199234,-508.8075799105,15000
3,19,-3,-0.058276247994358,j3l2,-607.17319543865,-605.17337773648,15000
3,19,0,0.0017237520056415,j2l4,-86.387682497416,-86.352801662917,15000
3,19,0,0.0017237520056415,j3l2,117.60138072402,120.75434060583,15000
3,19,3,0.061723752005642,j2l4,-16.427519189927,-19.252039417435,15000
3,19,3,0.061723752005642,j3l2,24.064155057273,26.937892266089,15000
3,19,6,0.12172375200564,j2l4,-58.968721550915,-68.612361836275,15000
3,19,6,0.12172375200564,j3l2,44.280913757494,41.644613107384,15000
